Passage ID,English Text,Parsing Failed Message,chinese_translation,academic_terms
265787,"Simplify

",简化,简化,{}
265853,"Here is the graph of On the grid above, draw the graph of

",在上面的网格上，绘制以下图形：,在上面的网格上，绘制以下图形：,{}
265868,"Find n(A’ ∩ B).

",寻找 n(A' ∩ B)。,寻找 (' ∩ )。,{}
265866,"Solve      Give your solutions correct to  significant figures.

",解决 提供你的解答，保留正确的有效数字。,解决 提供你的解答，保留正确的有效数字。,{}
265865,"Write these numbers in standard form.

",将这些数字写成标准形式。,将这些数字写成标准形式。,{}
265862,"Work out , giving your answer in standard form.

","Chinese Translation: 计算，用标准形式给出答案。

academic_terms: 
1. work out (计算)
2. answer (答案)
3. standard form (标准形式)",: 计算，用标准形式给出答案。,{}
265887,"Write down one assumption that was necessary to solve this problem.

","Chinese Translation: 写下解决这个问题所必需的一个假设。

academic_terms: {
""assumption"": ""假设"",
""problem"": ""问题""
}",: 写下解决这个问题所必需的一个假设。,"{'assumption': '假设', 'problem': '问题'}"
265921,"

Find the three inequalities that define the region .

",寻找定义这个区域的三个不等式。,寻找定义这个区域的三个不等式。,{}
265878,"Here is an inequality, in , shown on a number line.Write down the inequality.

",这是一个在数轴上表示的不等式，请将不等式写下来。,这是一个在数轴上表示的不等式，请将不等式写下来。,{}
265903,"Complete the table of values for

",完善以下数值表格：,完善以下数值表格：,{}
265894,"Represent this inequality on the number line.

",请在数轴上表示这个不等式。,请在数轴上表示这个不等式。,{}
265900,"Is your answer to (a) an underestimate or an overestimate of the actual distance?Give a reason for your answer.

",您对（a）的答案是对实际距离的低估还是高估？请给出理由。,您对（）的答案是对实际距离的低估还是高估？请给出理由。,{}
265906,"Solve    Give your solutions correct to  significant figures.

","Chinese Translation: 给出你的解答，精确到有效数字。

academic_terms: 
1. solve: 解答
2. solutions: 解答
3. significant figures: 有效数字",: 给出你的解答，精确到有效数字。,{}
265928,"Write  as a single power of 5.

",把8写成5的某个次方。,把8写成5的某个次方。,{}
265947,"Shunya is going to spin the spinner 200 times.Work out an estimate for the number of times the spinner will land on 3.

",Shunya将会旋转转盘200次。计算出转盘落在3上的次数的估计值。,将会旋转转盘200次。计算出转盘落在3上的次数的估计值,{}
265923,"You are given that Find the value of

",你已经给出了“找到”的价值。,你已经给出了“找到”的价值。,{}
265931,"Using your answer to part (a), find the range of values of  for which  is positive.

",使用第（a）部分的答案，找出使正数的值的范围。,使用第（）部分的答案，找出使正数的值的范围。,{}
265954,"Write  as a fraction in its simplest form.You must show full working in support of your answer.

",将16写成最简分数形式，必须给出详细的步骤来支持你的答案。,将16写成最简分数形式，必须给出详细的步骤来支持你的答案。,{}
265973,"Write  as a power of 2.

",以2为底的幂写作。,以2为底的幂写作。,{}
265986,"Work out the value of Give your answer in standard form.

",计算出的值为以标准形式给出.,计算出的值为以标准形式给出.,{}
265988,"Solve  Give your solutions to 3 significant figures.You must show your working.

","解
给出你的解答，保留3个有效数字。你必须显示你的计算过程。","解
给出你的解答，保留3个有效数字。你必须显示你的计算过程",{}
265969,"Carol says that Explain her error and give the correct value of in the form .

",卡罗尔说，解释她的错误，并以的形式给出正确的值。,卡罗尔说，解释她的错误，并以的形式给出正确的值。,{}
265959,"On the number line, represent the inequality

",在数轴上表示不等式,在数轴上表示不等式,{}
265992,"Show that Show your working clearly.

",证明 显示你的工作清楚。,证明 显示你的工作清楚。,{}
266021,"Simplify .

","简化。

""Chinese Translation"": ""简化"",
""academic_terms"": {}","简化。

""简化"",
""_"":",{'Chinese Translation': '简化'}
266006,"Write down an expression, in terms of , for the th term of this sequence.

",写出这个数列的第 t 项的表达式。,写出这个数列的第  项的表达式。,{}
265998,"Expand and simplify

",扩展并简化,扩展并简化,{}
265991,"Expand   Give your answer in the form  where  and  are integers.

",展开给出你的答案形式为 ，其中  和  是整数。,展开给出你的答案形式为 ，其中  和  是整数。,{}
266059,"Prove that, for any position of the cross on the number grid above,

",证明对于数字方格上的任何十字形位置，都有：,证明对于数字方格上的任何十字形位置，都有：,{}
266045,"Two straight lines intersect at point .Circle the coordinates of .

",两条直线在点上交叉。请圈出其坐标。,两条直线在点上交叉。请圈出其坐标,{}
266050,"Expand

",请提供您需要翻译的文本。,请提供您需要翻译的文本。,{}
266033,"Describe the single transformation that maps triangle A onto triangle B.

",描述将三角形A映射到三角形B的单一变换。,描述将三角形映射到三角形的单一变换。,{}
266032,"Factorise fully

","Chinese Translation: 因式分解完全。

academic_terms: 
{
  ""factorise"": ""因式分解"",
  ""fully"": ""完全""
}",: 因式分解完全。,"{'factorise': '因式分解', 'fully': '完全'}"
266082,"Work out the value of

","工作出

{
  ""Chinese Translation"": ""计算出"",
  ""academic_terms"": {}
}","工作出

}",{'Chinese Translation': '计算出'}
266072,"Two straight lines intersect at point .Circle the coordinates of .

",两条直线相交于一个点。请圈出该点的坐标。,两条直线相交于一个点。请圈出该点的坐标,{}
266090,"Show that  can be written as  State the value of .

","证明可以写成， 

state the value of .","证明可以写成， 

    .",{}
266089,"Show that

",展示证明：,展示证明：,{}
266113,"Complete the table of values for

",请给我更多信息，以便我能够帮助你完成表格的值。例如，你可以提供要填写的具体数值，或者给出一个示例表格。,请给我更多信息，以便我能够帮助你完成表格的值。例如，你可以提供要填写的具体数值，或者给出一个示例表格,{}
266112,"Show thatfor all values of .

","证明对于所有值为 的情况：

Translation: 

To prove this statement for all values of .

academic_terms: 

- prove (证明)
- statement (陈述)
- values (值)","证明对于所有值为 的情况：

: 

        .",{}
266101,"Write down the value of

","请写出""数值""的值。","请写出""数值""的值。",{}
266123,"Describe fully the single transformation that maps shape Q onto shape R.

",描述完全将形状Q映射到形状R的单一变换。,描述完全将形状映射到形状的单一变换。,{}
266109,"Write down the value of

","请写出""the value of""的值。","请写出""  ""的值。",{}
266118,"Find estimates for the solutions of the simultaneous equations

",寻找联立方程组的解的估计值,寻找联立方程组的解的估计值,{}
266099,"On the grid, draw and label the straight line with equation

",在网格上绘制并标记方程式所表示的直线。,在网格上绘制并标记方程式所表示的直线。,{}
266100,"Use approximations to check that your answer to part (a) is sensible.You must show your working.

",使用近似值来检查你对问题(a)的答案是否合理。你必须展示你的计算过程。,使用近似值来检查你对问题()的答案是否合理。你必须展示你的计算过程,{}
266135,"Here is a sketch of for values of  from 0° to 360° is an acute angle.Circle the value of

",这是一个对从0°到360°变化的角进行标记的示意图，这个角是一个锐角。请圈出这个角的值。,这是一个对从0°到360°变化的角进行标记的示意图，这个角是一个锐角。请圈出这个角的值,{}
266174,"On the grid, draw the graph of

",在网格上，画出以下函数的图像：,在网格上，画出以下函数的图像：,{}
270239,"The diagram below shows two triangles.Prove that triangle ABC is congruent to triangle ACD.

","下图显示了两个三角形。证明三角形ABC与三角形ACD全等。

{
  ""Chinese Translation"": ""下图显示了两个三角形。证明三角形ABC与三角形ACD全等。"",
  ""academic_terms"": {
    ""diagram"": ""图示"",
    ""triangles"": ""三角形"",
    ""prove"": ""证明"",
    ""congruent"": ""全等"",
    ""triangle"": ""三角形"",
    ""ABC"": ""ABC"",
    ""ACD"": ""ACD""
  }
}","下图显示了两个三角形。证明三角形与三角形全等

}","{'Chinese Translation': '下图显示了两个三角形。证明三角形ABC与三角形ACD全等。', 'diagram': '图示', 'triangles': '三角形', 'prove': '证明', 'congruent': '全等', 'triangle': '三角形', 'ABC': 'ABC', 'ACD': 'ACD'}"
266143,"Solve the inequality

",解决不等式,解决不等式,{}
266153,"Solve the inequality

",解决不等式。,解决不等式。,{}
266141,"Solve the inequality

",解决不等式,解决不等式,{}
266165,"Find the inverse function   in the form Show your working clearly.

",请以明确的工作形式找到形式为  的反函数。,请以明确的工作形式找到形式为  的反函数。,{}
266155,"Solve the inequality

",解决不等式,解决不等式,{}
267683,"is the circle with equation  is a point on .Find an equation of the tangent to  at the point .

","{'Chinese Translation': '方程为的圆是上的一个点。找到在点处的切线的方程。',
 'academic_terms': {'circle': '圆',
  'equation': '方程',
  'point': '点',
  'tangent': '切线'}}",方程为的圆是上的一个点找到在点处的切线的方程圆方程点切线,{}
267737,"Expand and simplify

","Chinese Translation: 展开并简化

academic_terms: 
1. Expand: 展开
2. Simplify: 简化",: 展开并简化,{}
266237,"Circle the volume that is the same as

",请圈出与之相同的体积。,请圈出与之相同的体积。,{}
266226,"Write  in standard form.

",写成标准形式。,写成标准形式。,{}
267756,"Here is a rectangle.All measurements are in centimetres.The area of the rectangle is 48 cm2.Show that

",这是一个矩形。所有的尺寸均为厘米。这个矩形的面积是48平方厘米。证明：,这是一个矩形。所有的尺寸均为厘米这个矩形的面积是48平方厘米证明：,{}
266270,"Show that  can be simplified to

",证明可以简化为,证明可以简化为,{}
266264,"Circle the number that is closest in value to

",请圈出最接近的数值,请圈出最接近的数值,{}
266245,"Sketch the graph of

","描绘图形 

'Chinese Translation': '描绘图形'
'academic_terms': {}","描绘图形 

' ': '描绘图形'
'_':",{}
267862,"Here is a sequence.Circle the expression for the nth term of the sequence.

",这里有一个数列。在下列选项中，找出数列的第n项表达式。,这里有一个数列。在下列选项中，找出数列的第项表达式,{}
266253,"Solve the inequality

",解决不等式,解决不等式,{}
266301,"Describe fully the single transformation that maps triangle A onto triangle B.

",描述将三角形A映射到三角形B的单一变换。,描述将三角形映射到三角形的单一变换。,{}
266298,"is a trapezium.Work out the size of angle .Give your answer correct to 1 decimal place.

",这是一个梯形。计算角度的大小。将你的答案保留到小数点后1位。,这是一个梯形。计算角度的大小将你的答案保留到小数点后1位,{}
266328,"Find vector b as a column vector.

",找到向量 b 作为列向量。,找到向量  作为列向量。,{}
266337,"Here is a quadrilateral. and Show that

",这里有一个四边形。进行证明。,这里有一个四边形。进行证明,{}
266317,"Expand and simplify fully

",扩展并完全化简,扩展并完全化简,{}
266331,"Write your answer to part (a) correct to 4 significant figures.

","Chinese Translation: 将答案写成正确到4个有效数字。

academic_terms: {
""write"": ""写"",
""answer"": ""答案"",
""correct"": ""正确"",
""significant figures"": ""有效数字""
}",: 将答案写成正确到4个有效数字。,"{'write': '写', 'answer': '答案', 'correct': '正确', 'significant figures': '有效数字'}"
266321,"Solve the simultaneous equations       Give your answers correct to  decimal places.

",解决以下同时方程组，将你的答案保留到小数点后两位。,解决以下同时方程组，将你的答案保留到小数点后两位。,{}
266528,"Prove that is a straight line.

",证明  是一条直线。,证明  是一条直线。,{}
266329,"The diagram below shows a 1cm coordinate grid.Find an inequality that defines region A and another inequality that defines region B.

","以下方程定义了地区A和地区B。

地区A：x ≤ 1 和 y ≥ 1
地区B：x ≥ 1 和 y ≤ 1

注：1cm坐标网格图中的原点位于(0,0)，水平轴上正方向为x轴，垂直轴上正方向为y轴。","以下方程定义了地区和地区。

地区： ≤ 1 和  ≥ 1
地区： ≥ 1 和  ≤ 1

注：1坐标网格图中的原点位于(0,0)，水平轴上正方向为轴，垂直轴上正方向为轴",{}
266320,"Here is vector .Circle the column vector that represents .

",这是一个向量。请标出代表的列向量。,这是一个向量。请标出代表的列向量,{}
266360,"Simplify fully

","Chinese Translation: 完全简化

academic_terms:
{
  ""simplify fully"": ""完全简化""
}",: 完全简化,{'simplify fully': '完全简化'}
266386,"Write   as a single fraction in its simplest form.

",以最简形式写成一个分数。,以最简形式写成一个分数。,{}
266376,"Complete the table of values for

",完成以下数值表格：,完成以下数值表格：,{}
266364,"Circle the inequality shown by the diagram.

",将图示出的不等式标出圆圈。,将图示出的不等式标出圆圈。,{}
266378,"Express the inverse function  in the form

",以以下形式表示反函数：,以以下形式表示反函数：,{}
266358,"Complete the table of values for

","完成下表的值

| x | y |
|---|---|
| 1 |   |
| 2 |   |
| 3 |   |
| 4 |   |
| 5 |   |","完成下表的值

|  |  |
|---|---|
| 1 |   |
| 2 |   |
| 3 |   |
| 4 |   |
| 5 |   |",{}
266347,"Simplify.



",简化。,简化。,{}
266391,"On the grid, draw the graph of

",在格子上，画出图形的图表。,在格子上，画出图形的图表。,{}
266396,"Use your graph to find estimates of the solutions to the equation

",使用图表来估计方程的解。,使用图表来估计方程的解。,{}
266419,"Here are the first five terms of a sequence.4   11   22   37   56Find an expression, in terms of , for the th term of this sequence.

",以下是一个数列的前五个项：4   11   22   37   56。找出一个以  为参数的表达式，表示该数列的第 项。,以下是一个数列的前五个项：4   11   22   37   56。找出一个以  为参数的表达式，表示该数列的第 项,{}
266401,"Solve the inequality

",解决不等式,解决不等式,{}
266452,"Solve the simultaneous equations.

","Chinese Translation: 解决联立方程组。

academic_terms: 
{
  ""solve"": ""解决"",
  ""simultaneous equations"": ""联立方程组""
}",: 解决联立方程组。,"{'solve': '解决', 'simultaneous equations': '联立方程组'}"
266450,"On this grid, sketch the graph of

",在这个网格上，绘制以下函数的图像：,在这个网格上，绘制以下函数的图像：,{}
266432,"Write these numbers in standard form.

",将这些数字写成标准形式。,将这些数字写成标准形式。,{}
266443,"Here are the first six terms of a quadratic sequence.-1   5   15   29   47   69Find an expression, in terms of , for the th term of this sequence.

",以下是一个二次序列的前六个项：-1 5 15 29 47 69。找出一个关于n的表达式，表示该序列的第n个项。,以下是一个二次序列的前六个项：-1 5 15 29 47 69。找出一个关于的表达式，表示该序列的第个项,{}
266476,"Expand

",展开,展开,{}
266468,"Write as a single fraction in its simplest form.

",以最简形式写成一个分数。,以最简形式写成一个分数。,{}
266465,"Find Simplify your answer.

",简化你的答案。,简化你的答案。,{}
266489,"The diagram shows part of the graph of By drawing a suitable straight line, use your graph to find estimates for the solutions of

",该图显示了曲线的一部分。通过绘制一条适当的直线，使用你的图来估算以下方程的解:,该图显示了曲线的一部分。通过绘制一条适当的直线，使用你的图来估算以下方程的解:,{}
266491,"The function  is such thatFind

",函数是这样的 寻找,函数是这样的 寻找,{}
266037,"Work out the total length of the wire in the earring.Give your answer in the form  where  and  are integers................................mm

","""Chinese Translation"": ""计算耳环上的总电线长度。以和为整数形式给出答案，其中  和  是整数。................................毫米"",
""academic_terms"": {
    ""work out"": ""计算"",
    ""total"": ""总"",
    ""length"": ""长度"",
    ""wire"": ""电线"",
    ""earring"": ""耳环"",
    ""answer"": ""答案"",
    ""form"": ""形式"",
    ""integers"": ""整数"",
    ""mm"": ""毫米""
}","""计算耳环上的总电线长度。以和为整数形式给出答案，其中  和  是整数................................毫米"",
""_"":","{'Chinese Translation': '计算耳环上的总电线长度。以和为整数形式给出答案，其中  和  是整数。................................毫米', 'work out': '计算', 'total': '总', 'length': '长度', 'wire': '电线', 'earring': '耳环', 'answer': '答案', 'form': '形式', 'integers': '整数', 'mm': '毫米'}"
266515,"Write down the value of

","Chinese Translation: 写出

academic_terms: {""value"": ""数值""}",: 写出,{'value': '数值'}
266527,"Express   as a single fraction in its simplest form.

",将表达为最简分数形式。,将表达为最简分数形式。,{}
266525,"Simplify

","Simplified Chinese Translation: 
简化

Academic Terms: 
{
  ""Simplify"": ""简化""
}",": 
简化

 :",{'Simplify': '简化'}
266506,"Use your answer to part (a) to write down the size of the interior angle of a regular 12-sided polygon.

",使用您在(a)部分的答案，写出一个正12边形的内角的大小。,使用您在()部分的答案，写出一个正12边形的内角的大小。,{}
266517,"Find the th term.

",寻找第n项。,寻找第项。,{}
266509,"Show that the recurring decimal

",要证明这个循环小数,要证明这个循环小数,{}
266550,"When Izzy finishes the 80-metre race, her speed is Work out the value of .

",当伊齐完成80米的比赛时，她的速度是 计算出 的值。,当伊齐完成80米的比赛时，她的速度是 计算出 的值。,{}
266560,"Rearrange to make x the subject.Circle your answer.

",重新整理，使x成为主题。标出你的答案。,重新整理，使成为主题。标出你的答案,{}
266541,"Expand and simplify

",扩展和简化,扩展和简化,{}
266558,"Show that  can be written as  State the value of .

",证明可以写成  确定的值是多少。,证明可以写成  确定的值是多少。,{}
266573,"State which value of must be excluded from any domain of f

",规定 f 的定义域中必须排除哪个值,规定  的定义域中必须排除哪个值,{}
266625,"Solve   Give your solutions correct to  significant figures.

",解决给出你的答案，正确到有效数字。,解决给出你的答案，正确到有效数字。,{}
266630,"Write as a product of powers of its prime factors.Show your working clearly.

",将其写为其质因数的乘幂形式。清楚地展示计算过程。,将其写为其质因数的乘幂形式。清楚地展示计算过程,{}
266635,"The Spanish test was marked out of 100Lucia says,Comment on what Lucia says.

","""西班牙语考试是满分100分""，Lucia 说。对Lucia的话做出评论。","""西班牙语考试是满分100分""， 说。对的话做出评论",{}
266615,"Solve Show your solution on the number line.

","Chinese Translation: 在数轴上展示你的解决方案。

academic_terms:
- number line: 数轴
- solution: 解决方案",: 在数轴上展示你的解决方案。,{}
266631,"Solve Circle your answer.

",解决：圈出你的答案。,解决：圈出你的答案。,{}
266607,"Here are two vectors.               Find, as a column vector, .

",这里有两个向量。找出它们的和，以列向量形式表示。,这里有两个向量。找出它们的和，以列向量形式表示,{}
266663,"Solve  Give your solutions to 3 significant figures.You must show your working.

",求解。请将解答精确到三位有效数字，并展示出计算过程。,求解。请将解答精确到三位有效数字，并展示出计算过程,{}
266660,"is the point on  such that Find in terms of  and .Give your answer in its simplest form.

",该点是否为 以 A 为圆心、A C 为半径所圆上的点？,该点是否为 以  为圆心、  为半径所圆上的点？,{}
266650,"Work out an estimate for

",计算一个估计值为：,计算一个估计值为：,{}
266670,"Here are two vectors.               Find, as a column vector,

",这里有两个向量。求两个向量的列向量形式。,这里有两个向量。求两个向量的列向量形式,{}
266664,"The diagram shows part of the graph of  By drawing a suitable straight line, use your graph to find estimates for the solutions of

",该图表显示了  。通过绘制适当的直线，使用您的图表找到对以下方程的解的估计值：,该图表显示了  。通过绘制适当的直线，使用您的图表找到对以下方程的解的估计值：,{}
266692,"Evaluate.

","Chinese Translation: 评估。

academic_terms: {}",: 评估。,{}
266693,"Write as an ordinary number.

",以正常数字的方式写出来。,以正常数字的方式写出来。,{}
266732,"Express  in the form  where  andare integers.

",在which 和are都是整数的形式表达。,在 和都是整数的形式表达。,{}
265950,"Use your line of best fit to estimate her average speed when she runs a distance of 6 km. ........................................ km/h

",使用最佳拟合线估计当她跑6公里时的平均速度。........................................ 公里/小时,使用最佳拟合线估计当她跑6公里时的平均速度。........................................ 公里/小时,{}
266711,"Solve the simultaneous equations       Give your answers correct to  decimal places.

",解决这个方程组，将答案保留到小数位数。,解决这个方程组，将答案保留到小数位数。,{}
267804,"Find an equation of the line perpendicular to , which passes through . Give your answer in the form , where  and  are integers.

",寻找与给定线垂直且穿过给定点的直线方程。给出的答案应以 y = mx + c 的形式表示，其中 m 和 c 为整数。,寻找与给定线垂直且穿过给定点的直线方程。给出的答案应以  =  +  的形式表示，其中  和  为整数,{}
266240,"Write as a single fraction in its simplest form.

",以最简形式写成单个分数。,以最简形式写成单个分数。,{}
266731,"Hence, or otherwise, write down the coordinates of the turning point of the graph of

",因此，或者其他情况下，写下图形转折点的坐标。,因此，或者其他情况下，写下图形转折点的坐标。,{}
266744,"Simplify fully

",简化完全,简化完全,{}
266753,"Show that

","展示如下：

{
  ""Chinese Translation"": ""展示如下："",
  ""academic_terms"": {}
}","展示如下：

}",{'Chinese Translation': '展示如下：'}
266780,"Kate has the following question for homework.Show that Kate can form the equation

",凯特的作业中有以下问题。证明凯特可以组成以下方程式。,凯特的作业中有以下问题。证明凯特可以组成以下方程式,{}
266773,"Expand and simplify

",扩展和简化,扩展和简化,{}
266770,"Expand and simplify

","Chinese Translation: 展开并简化

academic_terms: 
- expand: 展开
- simplify: 简化",: 展开并简化,{}
266776,"Expand and simplify

",扩展和简化,扩展和简化,{}
266745,"Show thatfor all values of .

",证明对于所有的值，都成立。,证明对于所有的值，都成立。,{}
266775,"Expand and simplify

",展开和简化,展开和简化,{}
266793,"Expand

","Sorry, I need more information in order to assist you. What text would you like me to process and translate?",Error in response,{}
266795,"Show that

","Sorry, but could you please provide more context or details? What exactly do you want me to show?",Error in response,{}
266796,"Show that

",请证明,请证明,{}
266799,"Express the inverse function f-1 in the form f-1 (x) = ...

",将逆函数 f-1 表示为 f-1(x) = ...。,将逆函数 -1 表示为 -1() = ...。,{}
266804,"Show that

","Chinese Translation: 证明

academic_terms: {
  ""show"": ""证明""
}",: 证明,{'show': '证明'}
266815,"Expand and simplify

",扩展并简化,扩展并简化,{}
266803,"On the grid, shade the region that satisfies all these inequalities.Label the region .

",在网格上，阴影处满足所有这些不等式的区域。标记这个区域。,在网格上，阴影处满足所有这些不等式的区域。标记这个区域,{}
266787,"Show that

",证明,证明,{}
266813,"Complete the table of values for

",完成以下数值表格：,完成以下数值表格：,{}
266842,"Expand and simplify

",展开并简化,展开并简化,{}
266834,"Show that  can be written in the form    where  and  are integers.

","Chinese Translation: 证明 可以写成 的形式，其中和 是整数。

academic_terms: 
{
   ""integers"": ""整数"",
   ""form"": ""形式"",
   ""written"": ""写成"",
}",: 证明 可以写成 的形式，其中和 是整数。,"{'integers': '整数', 'form': '形式', 'written': '写成'}"
266824,"Write  in standard form.

","""Write in standard form"" in Simplified Chinese is ""用标准形式写"".","""   ""     ""用标准形式写"".",{}
266838,"Solve

","Chinese Translation: 

解答

academic_terms:
{
    ""solve"": ""解答""
}",": 

解答",{'solve': '解答'}
266849,"By writing each number correct to 1 significant figure, find an estimate for this calculation.

",根据每个数字保留一位有效数字的要求，计算得出一个近似值。,根据每个数字保留一位有效数字的要求，计算得出一个近似值。,{}
266836,"Use a starting value of  to work out a solution to Give your answer to 3 decimal places.

",使用一个起始值为  来计算求解 。将答案给到小数点后3位。,使用一个起始值为  来计算求解 。将答案给到小数点后3位,{}
266822,"On the grid, draw the graph of

",在网格上，绘制图形。,在网格上，绘制图形。,{}
266867,"Solve the inequality

",解决不等式,解决不等式,{}
266862,"Simplify

",简化,简化,{}
266868,"Write  as a recurring decimal.

","Chinese Translation: 将 转换为循环小数。

academic_terms:
{
   ""recurring decimal"": ""循环小数""
}",: 将 转换为循环小数。,{'recurring decimal': '循环小数'}
266927,"Show that

",证明,证明,{}
266904,"Rearrange  to make  the subject.Circle your answer.

",重新排列以使主语变为圆圈圈出你的答案。,重新排列以使主语变为圆圈圈出你的答案。,{}
269960,"Factorise fully

",因式分解完全,因式分解完全,{}
266919,"Given that   find the values of  for which

",根据   的给定条件，找到使其中方程成立的 的值。,根据   的给定条件，找到使其中方程成立的 的值。,{}
266902,"Work outGive your answer in its simplest form.

",计算，以最简形式给出答案。,计算，以最简形式给出答案。,{}
266907,"Simplify

","Chinese Translation: 简化

academic_terms: {
   'Simplify': '简化'
}",: 简化,{}
266895,"Find the size of angle DAB.

",找出角DAB的大小。,找出角的大小。,{}
266955,"The first four terms of a sequence are    –10    –8    –6    –4Circle the expression for the th term of the sequence.

","Chinese Translation: 第一个数列的前四个项依次为-10,-8,-6,-4。选出数列中表示第n个项的表达式。

academic_terms: 
- sequence: 数列
- term: 项",": 第一个数列的前四个项依次为-10,-8,-6,-4。选出数列中表示第个项的表达式",{}
266951,"Solve  Show your working clearly.

","Chinese Translation: 解决问题时，请清楚地展示你的解题步骤。

academic_terms: {
    ""solve"": ""解决"",
    ""working"": ""解题步骤""
}",: 解决问题时，请清楚地展示你的解题步骤。,"{'solve': '解决', 'working': '解题步骤'}"
266968,"Expand and simplify

",展开和简化,展开和简化,{}
266948,"Expand and simplify

",扩展并简化,扩展并简化,{}
266938,"andare positive integers. is expanded and simplified.The answer is  where k is a positive integer.Work out the smallest possible value of .

",并且是正整数。被展开并简化后的结果是。答案为，其中是一个正整数。计算最小可能值。,并且是正整数。被展开并简化后的结果是答案为，其中是一个正整数计算最小可能值,{}
266996,"You are given that Find the value of

",你被给定了一个问题，要求你计算一个数的值。请提供更多的细节和问题的背景，以便我可以帮助你更好地解答。,你被给定了一个问题，要求你计算一个数的值。请提供更多的细节和问题的背景，以便我可以帮助你更好地解答,{}
266984,"Work out  Give your answer in standard form.

",计算。以标准形式给出你的答案。,计算。以标准形式给出你的答案,{}
266999,"On the grid below, draw the graph of

",在下面的网格上，画出图形：,在下面的网格上，画出图形：,{}
267034,"Expand and simplify

",扩展和简化,扩展和简化,{}
267032,"Expand and simplify

","Chinese Translation: 展开并简化

academic_terms: 
{
  ""expand"": ""展开"",
  ""simplify"": ""简化""
}",: 展开并简化,"{'expand': '展开', 'simplify': '简化'}"
267031,"Expand and simplify

",展开并简化,展开并简化,{}
267020,"Show that

",要证明：,要证明：,{}
267033,"Prove algebraically that the recurring decimal  can be written as

",用代数证明，循环小数  可以写成以下形式,用代数证明，循环小数  可以写成以下形式,{}
267027,"Work out  Give your answer as a mixed number in its simplest form.

",求解，以最简分数形式给出你的答案。,求解，以最简分数形式给出你的答案。,{}
267018,"Expand and simplify

",扩展并简化,扩展并简化,{}
267029,"Expand and simplify

",扩展并简化,扩展并简化,{}
267058,"Given that   find the values of  for which

",根据给定的条件，找出使得等式成立的的值。,根据给定的条件，找出使得等式成立的的值。,{}
267074,"Solve the simultaneous equations     Show clear algebraic working.

",请解决这个联立方程组，并且清晰地展示代数计算过程。,请解决这个联立方程组，并且清晰地展示代数计算过程。,{}
267052,"Expand and simplify

",扩展和简化,扩展和简化,{}
267055,"Expand and simplify

","Chinese Translation: 展开并简化

academic_terms: 
- expand (展开)
- simplify (简化)",: 展开并简化,{}
267044,"Expand and simplify

","Chinese Translation: 展开并简化

academic_terms: {
""expand"": ""展开"",
""simplify"": ""简化""
}",: 展开并简化,"{'expand': '展开', 'simplify': '简化'}"
267070,"Show that   can be written as

",证明 可以被写为,证明 可以被写为,{}
267068,"Write your answer to part (a) correct to 4 significant figures.

",请将您的回答保留到4个有效数字。,请将您的回答保留到4个有效数字。,{}
267039,"Use algebra to show that the recurring decimal

",使用代数证明循环小数,使用代数证明循环小数,{}
267062,"Write    in the form

","Chinese Translation: 写成

academic_terms: 
- write: 写
- in the form: 以...形式",: 写成,{}
267046,"Work out Give your answer in standard form.

",解出正确答案，用标准形式表示。,解出正确答案，用标准形式表示。,{}
267123,"Simplify

",简化,简化,{}
267113,"Work out the value of

",求解,求解,{}
267118,"Simplify fully

","Chinese Translation: 完全化简

academic_terms: {
  ""simplify"": ""化简"",
  ""fully"": ""完全""
}",: 完全化简,"{'simplify': '化简', 'fully': '完全'}"
267096,"Find estimates for the solutions of the simultaneous equations

",寻找联立方程的解的估计值,寻找联立方程的解的估计值,{}
267112,"Solve

","Chinese Translation: 解决

academic_terms: {}",: 解决,{}
267090,"Solve the inequality

","Chinese Translation: 解决不等式

academic_terms: {
  ""inequality"": ""不等式"",
  ""solve"": ""解决""
}",: 解决不等式,"{'inequality': '不等式', 'solve': '解决'}"
267109,"Make the subject of this formula.

",让这个公式的主题为... (Let the subject of this formula be...),让这个公式的主题为... (      ...),{}
267110,"Joe and Kyle share an amount of money in the ratio   Joe gets 35% of the money.Work out the value of

",Joe 和 Kyle 分享一笔钱，比例为 Joe 得到该金额的 35%。计算出该金额的值。,和  分享一笔钱，比例为  得到该金额的 35%。计算出该金额的值,{}
267087,"Circle the inequality shown by the diagram.

",在图中标出所示的不等式。,在图中标出所示的不等式。,{}
267111,"Simplify

","Chinese Translation: 简化

academic_terms: {
   ""simplify"": ""简化""
}",: 简化,{'simplify': '简化'}
267164,"Work out an estimate for

",计算一个估计值为,计算一个估计值为,{}
267130,"Use algebra to show that the recurring decimal

",使用代数证明循环小数,使用代数证明循环小数,{}
267153,"Write these numbers in order of size.Start with the smallest number.

",请将这些数字按大小顺序排列，并从最小的数字开始排序。,请将这些数字按大小顺序排列，并从最小的数字开始排序。,{}
267163,"Circle the expression that has the largest value when

",将具有最大值的表达式圈出来，当,将具有最大值的表达式圈出来，当,{}
267140,"Simplify

",简化,简化,{}
267151,"Express  in the form Show your working clearly.

",用形式表示，清楚地展示你的解题过程。,用形式表示，清楚地展示你的解题过程。,{}
